Time Stamp, A0 Val, A1 Val, A2 Val, A3 Val, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z
1584626961.26, à302, 260, 237, 221, 1432, -772, 18112, -372, -333, 531
1584626961.33, 258, 255, 244, 230, 1108, -444, 18012, -302, -367, 150
1584626961.4, 238, 243, 244, 234, 1268, -4532, 18208, 1303, -620, -97
1584626961.43, 236, 237, 234, 233, 888, -356, 18176, -376, -371, -26
1584626961.5, 227, 230, 234, 230, 1020, -308, 18152, -389, -326, -40
1584626961.56, 228, 228, 224, 225, 1032, -152, 18248, -623, -338, -77
1584626961.63, 220, 222, 226, 223, 1788, -324, 19632, -5528, -4055, 935
1584626961.7, 222, 220, 219, 222, 1688, 1108, 24096, 8415, -906, 5284
1584626961.73, 221, 225, 226, 222, 744, 2932, 21596, 7803, -269, -1715
1584626961.8, 227, 225, 228, 229, -796, 404, 16400, 3854, 1606, -4881
1584626961.86, 227, 230, 229, 224, 1680, 2716, 14504, 12537, -5558, 3754
1584626961.93, 222, 223, 229, 225, 292, 1668, 5984, 3250, 3026, -2435
1584626962.0, 222, 222, 218, 217, -2236, -17700, -32024, -32768, 16390, 9140
1584626962.06, 209, 211, 204, 201, -18660, -7308, 25236, 11810, -6623, 17273
1584626962.13, 210, 215, 212, 210, -8536, 992, 23748, -9354, 13601, -8681
1584626962.16, 205, 210, 212, 207, 1288, 3036, 17164, -769, -385, 3424
1584626962.23, 202, 200, 203, 204, 920, -364, 18184, -253, -473, -224
1584626962.3, 198, 201, 201, 196, 1176, -196, 18076, -696, 327, 396
1584626962.36, 197, 196, 196, 197, 1216, -292, 18132, -284, -344, 1859
1584626962.4, 192, 195, 195, 191, -16, -632, 18128, -423, -301, 1541
1584626962.46, 191, 190, 191, 192, 976, -228, 18196, -270, -348, 79
1584626962.53, 186, 189, 191, 187, 988, -308, 18152, -329, -292, 297
1584626962.56, 189, 188, 185, 186, 968, -176, 18152, -354, -292, 437
1584626962.63, 180, 183, 187, 185, 684, -268, 18108, -413, -553, 1743
1584626962.7, 184, 185, 181, 181, 816, -360, 18284, -504, -272, 1056
1584626962.76, 178, 180, 184, 181, 1068, -380, 18244, -317, -403, -121
1584626962.8, 182, 181, 178, 179, 980, -236, 18148, -393, -368, -91
1584626962.86, 174, 177, 181, 178, 884, -380, 18152, -283, -412, -189
1584626962.93, 178, 179, 174, 175, 928, -256, 18080, -459, -290, -65
1584626963.0, 172, 173, 177, 175, 956, -412, 18240, -288, -331, -11
1584626963.03, 173, 176, 173, 171, 904, -376, 18216, -407, -356, -72
1584626963.1, 171, 169, 173, 173, 996, -408, 18156, -404, -321, -75
1584626963.16, 169, 172, 173, 167, 552, -1920, 18024, -385, -324, -9
1584626963.23, 170, 169, 169, 170, 1000, -480, 18124, -99, -340, -60
1584626963.26, 163, 168, 171, 167, 992, -280, 18176, -288, -357, -67
1584626963.33, 168, 168, 165, 166, 1012, -400, 18140, -309, -363, -63
1584626963.39, 162, 165, 169, 165, 936, -332, 18124, -341, -344, -113
1584626963.46, 166, 166, 164, 164, 968, -324, 18160, -404, -364, -143
1584626963.5, 159, 163, 167, 164, 1240, -68, 18172, -556, -338, -4801
1584626963.56, 164, 163, 161, 163, 952, -340, 18256, -364, -349, -95
1584626963.63, 159, 161, 165, 162, 1036, -248, 18044, -380, -354, -38
1584626963.66, 163, 162, 160, 161, 948, -348, 18200, -322, -341, -28
1584626963.73, 158, 159, 164, 161, 968, -340, 18124, -380, -342, -100
1584626963.8, 161, 162, 158, 159, 928, -332, 18172, -373, -328, -89
1584626963.86, 156, 157, 161, 160, 1000, -276, 18144, -379, -355, -46
1584626963.9, 159, 161, 159, 157, 1072, -156, 18056, -880, -363, 26
1584626963.96, 156, 154, 159, 159, 1192, -348, 18052, -378, -281, 378
1584626964.03, 156, 159, 158, 155, 1008, -360, 18112, -441, -385, -126
1584626964.09, 153, 154, 159, 157, 2704, -1488, 17640, -811, -531, -4648
1584626964.16, 158, 157, 155, 155, 1944, 116, 20244, -762, -573, -9141
1584626964.2, 152, 157, 159, 155, 632, 396, 17816, -178, -972, -4563
1584626964.26, 157, 156, 156, 158, 976, -340, 18168, -360, -357, -82
1584626964.33, 154, 157, 161, 158, 1028, -260, 18168, -352, -336, -87
1584626964.39, 163, 161, 161, 161, 928, -248, 18244, -355, -330, -80
1584626964.43, 157, 161, 166, 161, 956, -284, 18172, -367, -342, -47
1584626964.5, 162, 164, 159, 157, 984, -308, 18008, -353, -355, -67
1584626964.56, 153, 154, 157, 155, 968, -392, 18240, -342, -359, -56
1584626964.6, 150, 154, 151, 149, 1012, -316, 18116, -360, -352, -95
1584626964.66, 144, 142, 147, 147, 964, -292, 18148, -361, -333, -69
1584626964.73, 142, 145, 145, 139, 840, -352, 18056, -340, -360, -85
