Time Stamp, A0 Val, A1 Val, A2 Val, A3 Val, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z
1584739095.67, 723, 673, 453, 427, -15712, -216, 1956, -361, -355, -85
1584739095.74, 723, 673, 453, 427, -15728, -272, 1860, -372, -368, -93
1584739095.81, 723, 673, 453, 427, -15856, -260, 2048, -355, -359, -97
1584739095.87, 723, 673, 453, 427, -15816, -292, 1940, -379, -369, -83
1584739095.91, 723, 673, 453, 427, -15824, -148, 1944, -382, -367, -61
1584739095.97, 723, 673, 453, 427, -15704, -264, 1956, -406, -355, -64
1584739096.04, 723, 673, 453, 427, -15784, -308, 1948, -369, -389, -71
1584739096.11, 723, 673, 453, 427, -15916, -336, 1904, -397, -348, -86
1584739096.17, 723, 673, 453, 427, -15860, -364, 1856, -373, -339, -87
1584739096.21, 723, 673, 453, 427, -15924, -224, 1844, -368, -358, -67
1584739096.27, 723, 673, 453, 427, -15804, -304, 1804, -362, -375, -88
1584739096.34, 723, 673, 453, 427, -15836, -200, 1836, -376, -365, -77
1584739096.4, 723, 673, 453, 427, -15788, -384, 1888, -362, -353, -72
1584739096.44, 723, 673, 453, 427, -15856, -380, 1820, -393, -370, -97
1584739096.51, 723, 673, 453, 427, -15796, -272, 1920, -374, -379, -77
1584739096.57, 723, 673, 453, 427, -15860, -236, 1972, -362, -363, -70
1584739096.64, 723, 673, 453, 427, -15800, -280, 1832, -396, -364, -72
1584739096.7, 723, 673, 453, 427, -15772, -192, 1936, -385, -353, -71
1584739096.74, 723, 673, 453, 427, -15788, -312, 1904, -369, -378, -90
1584739096.81, 723, 673, 453, 427, -15744, -272, 1892, -377, -364, -79
1584739096.87, 723, 673, 453, 427, -15628, -284, 1844, -368, -362, -89
1584739096.94, 723, 673, 453, 427, -15896, -348, 1872, -373, -361, -87
1584739096.97, 723, 673, 453, 427, -15884, -400, 1892, -386, -371, -82
1584739097.04, 723, 673, 453, 427, -15924, -256, 1780, -381, -384, -44
1584739097.11, 723, 673, 453, 427, -15724, -260, 1824, -375, -365, -89
1584739097.17, 723, 673, 453, 427, -15872, -260, 2044, -371, -366, -77
1584739097.24, 723, 673, 453, 427, -15836, -300, 1780, -371, -376, -75
1584739097.27, 723, 673, 453, 427, -15620, -360, 1992, -379, -364, -67
1584739097.34, 723, 673, 453, 427, -15768, -320, 2060, -373, -384, -71
1584739097.41, 723, 673, 453, 427, -15816, -384, 1832, -370, -361, -71
1584739097.47, 723, 673, 453, 427, -15804, -300, 1896, -365, -357, -89
1584739097.51, 723, 673, 453, 427, -15608, -248, 1932, -371, -370, -49
1584739097.57, 723, 673, 453, 427, -15888, -208, 1892, -357, -371, -75
1584739097.64, 723, 673, 453, 427, -15672, -348, 1960, -376, -352, -64
1584739097.71, 723, 673, 453, 427, -15848, -376, 1968, -382, -359, -74
1584739097.77, 723, 673, 453, 427, -15708, -312, 1868, -379, -385, -67
1584739097.81, 723, 673, 453, 427, -15912, -244, 1928, -382, -381, -69
1584739097.87, 723, 673, 453, 427, -15848, -200, 2004, -372, -363, -100
1584739097.94, 723, 673, 453, 427, -15884, -180, 1932, -377, -356, -90
1584739098.0, 723, 673, 453, 427, -15908, -308, 1852, -382, -332, -88
1584739098.07, 723, 673, 453, 427, -15816, -268, 1868, -367, -368, -83
1584739098.11, 723, 673, 453, 427, -15968, -212, 1900, -383, -352, -85
1584739098.17, 723, 673, 453, 427, -15804, -248, 1892, -374, -379, -76
1584739098.24, 723, 673, 453, 427, -15780, -280, 1924, -369, -343, -79
1584739098.3, 723, 673, 453, 427, -15868, -296, 1884, -378, -351, -67
1584739098.34, 723, 673, 453, 427, -15660, -336, 1944, -382, -388, -71
1584739098.4, 723, 673, 453, 427, -16012, -172, 1908, -380, -350, -94
1584739098.47, 723, 673, 453, 427, -15816, -232, 1844, -365, -358, -76
1584739098.54, 723, 673, 453, 427, -15744, -324, 1924, -367, -371, -78
1584739098.6, 723, 673, 453, 427, -15772, -264, 1924, -389, -376, -75
1584739098.64, 723, 673, 453, 426, -15720, -244, 1884, -370, -364, -74
1584739098.7, 723, 673, 453, 427, -15868, -288, 1804, -379, -347, -92
1584739098.77, 723, 673, 453, 427, -15788, -240, 2012, -368, -376, -97
1584739098.84, 723, 673, 453, 427, -15592, -296, 1796, -391, -373, -64
1584739098.87, 723, 673, 453, 427, -15864, -336, 1936, -373, -371, -84
1584739098.94, 723, 673, 453, 427, -15808, -228, 1844, -360, -357, -97
1584739099.0, 723, 673, 453, 427, -15836, -288, 1920, -378, -360, -74
1584739099.07, 723, 673, 453, 427, -15816, -296, 1740, -378, -375, -77
1584739099.14, 723, 673, 453, 427, -15788, -276, 1792, -363, -366, -79
1584739099.17, 723, 673, 453, 427, -15780, -324, 1860, -380, -344, -67
1584739099.24, 723, 673, 453, 427, -15864, -288, 1824, -346, -382, -85
1584739099.3, 723, 673, 453, 427, -15876, -304, 1768, -384, -371, -83
1584739099.37, 723, 673, 453, 427, -16024, -192, 1820, -370, -344, -82
1584739099.44, 723, 673, 453, 427, -15688, -292, 1864, -370, -371, -96
1584739099.47, 723, 673, 453, 427, -15912, -388, 1912, -376, -383, -86
1584739099.54, 723, 673, 453, 427, -15768, -320, 1864, -380, -377, -101
1584739099.6, 723, 673, 453, 427, -15900, -200, 1900, -390, -360, -74
