Time Stamp, A0 Val, A1 Val, A2 Val, A3 Val, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z
1584628909.89, 350, 661, 610, 386, 0, 0, 0, 0, 0, 0
1584628909.93, 350, 661, 610, 386, 0, 0, 0, 0, 0, 0
1584628909.99, 350, 661, 610, 386, -228, -1584, 20836, -2840, 1849, 1589
1584628910.03, 350, 661, 610, 386, -144, -1260, 18380, -238, -713, -92
1584628910.1, 350, 661, 610, 386, -280, -396, 19212, -376, -414, -105
1584628910.16, 350, 661, 610, 386, 72, -804, 18448, -355, -353, -48
1584628910.23, 350, 661, 610, 386, 420, -812, 18304, -372, -374, -80
1584628910.26, 350, 661, 610, 386, 256, -504, 18552, -402, -333, -115
1584628910.33, 350, 661, 610, 386, 528, -408, 17636, -468, -231, -84
1584628910.39, 350, 661, 610, 386, -56, -488, 18444, -354, -381, -82
1584628910.46, 350, 661, 610, 386, 804, -928, 16780, -447, -311, -119
1584628910.49, 350, 661, 610, 386, 896, 556, 17912, -510, -321, -94
1584628910.56, 350, 661, 610, 386, 348, -160, 17932, -443, -266, -36
1584628910.63, 350, 661, 610, 386, -644, -848, 18848, -331, -520, -51
1584628910.69, 350, 660, 610, 386, 676, -264, 18128, -430, -164, -100
1584628910.73, 350, 661, 610, 386, 692, -312, 17844, -525, -228, -113
1584628910.79, 350, 661, 610, 386, -48, -340, 18596, -445, -441, -84
1584628910.86, 350, 661, 610, 386, -360, -924, 18368, -446, -324, -103
1584628910.9, 350, 661, 610, 386, 212, 292, 18300, -396, -290, -62
1584628910.96, 350, 661, 610, 386, 32, -364, 18560, -383, -386, -22
1584628911.03, 350, 661, 610, 386, 408, -1276, 18224, -332, -309, -110
1584628911.09, 350, 661, 610, 386, -292, -848, 18388, -349, -310, -110
1584628911.13, 350, 661, 610, 386, 272, -1148, 18556, -302, -324, -93
1584628911.19, 350, 661, 610, 386, 4, -668, 18428, -310, -323, -130
1584628911.26, 350, 661, 610, 386, 780, -2572, 18188, -260, -234, -92
1584628911.33, 350, 661, 610, 386, -48, -1544, 18028, -359, -340, -128
1584628911.36, 350, 661, 610, 386, 432, -712, 17996, -354, -360, -71
1584628911.43, 350, 661, 610, 386, 264, -844, 18352, -422, -321, -55
1584628911.49, 350, 661, 610, 386, 296, -1308, 19040, -337, -368, -106
1584628911.56, 350, 661, 610, 386, -1244, -1596, 18208, -368, -422, -111
1584628911.6, 350, 661, 610, 386, 896, 1012, 18500, -673, -344, -79
1584628911.66, 350, 661, 610, 386, 424, 872, 18084, -493, -241, -65
1584628911.73, 350, 661, 610, 386, -164, -1300, 18448, -294, -443, -101
1584628911.79, 350, 661, 610, 386, -108, -744, 18508, -339, -389, -82
1584628911.83, 350, 661, 610, 386, -92, -700, 18364, -335, -396, -51
1584628911.89, 350, 661, 610, 386, 272, -780, 17988, -329, -377, -99
1584628911.96, 350, 661, 610, 386, 44, -768, 18516, -378, -359, -100
1584628912.03, 350, 661, 610, 386, -412, -1404, 19140, -315, -512, -73
1584628912.06, 350, 661, 610, 386, -776, -704, 18988, -237, -500, -79
1584628912.13, 350, 661, 610, 386, 504, -816, 17428, -234, -506, -53
1584628912.19, 350, 661, 610, 386, 636, -1036, 18060, -225, -419, -113
1584628912.26, 350, 661, 610, 386, -804, -2244, 19076, -243, -515, -100
1584628912.29, 350, 661, 610, 386, -228, -496, 18812, -241, -532, -78
1584628912.36, 350, 661, 610, 386, 120, -496, 18284, -312, -351, -94
1584628912.43, 350, 661, 610, 386, 1400, 1492, 17584, -608, 76, -76
1584628912.49, 350, 661, 610, 386, -1456, 4876, 18360, -905, 31, -62
1584628912.53, 350, 661, 610, 386, -860, 996, 17312, -462, -369, -79
1584628912.59, 350, 661, 610, 386, -456, -1772, 18468, -348, -249, -109
1584628912.66, 350, 661, 610, 386, 64, -328, 18320, -416, -398, -78
1584628912.73, 350, 661, 610, 386, 236, -540, 18240, -444, -314, -97
1584628912.76, 350, 661, 610, 386, -68, -540, 18308, -288, -360, -96
1584628912.83, 350, 660, 610, 386, 172, -364, 17744, -412, -325, -103
1584628912.89, 350, 661, 610, 386, 548, -712, 18148, -595, -272, -63
1584628912.93, 350, 661, 610, 386, 232, -544, 18572, -317, -366, -109
1584628912.99, 350, 661, 610, 386, 156, -1324, 18096, -301, -361, -90
1584628913.06, 350, 661, 610, 386, -44, -208, 18744, -429, -397, -91
1584628913.13, 350, 660, 610, 386, -604, -1888, 18952, -261, -499, -79
