Time Stamp, A0 Val, A1 Val, A2 Val, A3 Val, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z
1584731811.71, à691, 690, 478, 437, -26908, -4592, -448, -418, -231, 277
1584731811.77, 691, 690, 478, 437, -712, 1032, 5184, -410, -245, -2863
1584731811.84, 691, 690, 478, 437, -14628, 732, 1692, -351, -429, -1669
1584731811.91, 691, 690, 478, 437, -13508, -1552, 2120, -373, -157, 1385
1584731811.97, 691, 690, 478, 437, -18056, -4292, 1552, -363, -382, -265
1584731812.01, 691, 690, 478, 437, -20604, -840, 4396, -377, -307, 1487
1584731812.07, 691, 690, 478, 437, -17880, -1444, 3776, -337, -386, -26
1584731812.14, 691, 690, 478, 437, -13888, -2920, 3608, -368, -411, -557
1584731812.21, 691, 690, 478, 437, -21408, -1780, 1644, -425, -224, 821
1584731812.27, 691, 690, 478, 437, -17096, -412, 3320, -372, -437, -728
1584731812.31, 691, 690, 478, 437, -14204, 156, 2068, -369, -281, -27
1584731812.37, 691, 690, 478, 437, -17344, -1156, 1956, -344, -342, -12
1584731812.44, 691, 690, 478, 437, -15288, -2748, 612, -379, -317, 254
1584731812.51, 691, 690, 478, 437, -23660, -3220, 1480, -408, -277, -331
1584731812.57, 691, 690, 478, 437, -14332, 3572, 4648, -362, -334, 1
1584731812.61, 691, 690, 478, 436, -7576, 2528, 15032, -303, -514, 220
1584731812.67, 690, 690, 478, 436, -13244, -3004, -1292, -346, -434, -1853
1584731812.74, 690, 690, 478, 436, -28544, -460, 4304, -466, -239, -270
1584731812.81, 690, 690, 478, 436, -32768, -8840, 3368, -444, -556, -1375
1584731812.87, 690, 690, 478, 436, -24012, -2752, 1416, -499, -59, 1523
1584731812.94, 690, 690, 478, 436, -19180, 376, 2480, -431, -455, -756
1584731812.97, 690, 690, 478, 436, -11732, -364, 5284, -417, -447, -655
1584731813.04, 690, 690, 478, 437, -15724, 1304, 2828, -478, -351, 7
1584731813.11, 691, 690, 478, 436, -17932, -2284, 848, -446, -390, -395
1584731813.17, 691, 690, 478, 436, -7756, -1880, 3624, -408, -324, -1082
1584731813.24, 691, 690, 478, 436, -15888, 260, 2124, -486, -361, -454
1584731813.27, 691, 690, 478, 436, -13216, -856, 3332, -340, -246, -146
1584731813.34, 691, 690, 478, 436, -15980, 164, 1716, -361, -356, 103
1584731813.41, 691, 690, 478, 436, -14480, -4304, 1660, -394, -384, -226
1584731813.47, 691, 690, 478, 436, 2496, -4720, -1364, -318, -333, -2381
1584731813.54, 691, 690, 478, 436, -15620, -2960, 2716, -277, -589, -719
1584731813.57, 691, 690, 477, 436, -17976, 8568, 672, -292, -535, -1909
1584731813.64, 688, 689, 474, 433, -20588, -1204, 1900, -519, -288, -594
1584731813.71, 687, 689, 473, 433, -9744, 1516, 4924, -688, -367, -508
1584731813.77, 688, 689, 473, 433, -24084, 504, -488, -399, -535, -3221
1584731813.84, 687, 689, 472, 432, -31100, 3268, 3492, -591, -274, 3429
1584731813.87, 686, 688, 471, 430, -32768, 7480, 2660, -844, -616, 4748
1584731813.94, 683, 684, 466, 425, -32768, 4496, 4788, -1187, -93, 1806
1584731814.01, 679, 679, 457, 415, -28044, -11800, -824, -1353, -616, -3290
1584731814.07, 674, 676, 446, 407, -19712, 8784, 4084, -1127, -510, 4237
1584731814.14, 673, 673, 435, 393, -19080, 4808, -1336, -1367, 53, 1609
1584731814.2, 673, 673, 425, 390, -12984, 3848, -736, -1419, -842, -1386
1584731814.27, 675, 673, 419, 390, -5688, -112, 1772, -883, -534, -2971
1584731814.31, 682, 675, 422, 391, -31236, 7364, -648, -1004, -335, -1480
1584731814.37, 688, 682, 428, 394, -24292, -1828, 4220, -1369, -550, -1798
1584731814.44, 689, 687, 428, 393, 13264, 2776, 608, -1446, -644, -2337
1584731814.51, 686, 688, 426, 391, -32768, -14776, -6076, -1309, -636, 1194
1584731814.57, 684, 685, 424, 389, -9440, -4272, -5992, -1283, -771, 1772
1584731814.64, 679, 682, 423, 390, -14464, 3080, 4012, -1989, -160, 71
1584731814.7, 676, 677, 421, 389, -32504, -11192, 2440, -2094, -447, -2199
1584731814.74, 676, 677, 421, 393, -18292, 2936, 672, -1373, -212, 469
1584731814.81, 681, 681, 424, 400, -28312, 5976, 2472, -1571, 413, -954
1584731814.87, 686, 688, 425, 405, -22896, -4036, 1440, -1958, 209, -1991
1584731814.94, 689, 690, 425, 408, 32472, 11308, 7676, -1596, -316, -5242
1584731815.01, 690, 687, 424, 405, -32768, -15060, -8056, -993, 932, -5058
1584731815.07, 685, 681, 422, 407, -32768, 11276, -4180, -2044, -2761, -9949
1584731815.14, 683, 679, 423, 405, -1936, 13440, -2528, -3023, 554, -1244
1584731815.2, 682, 679, 420, 402, -8132, 9144, 8576, -2349, 178, -697
1584731815.24, 683, 679, 421, 403, -24664, 6752, 3968, -2156, 589, -993
1584731815.31, 688, 678, 422, 413, 2940, -1064, -4564, -3068, 218, -3153
1584731815.37, 694, 679, 424, 419, -26652, 2744, -6728, -3064, -153, 53
1584731815.44, 699, 681, 426, 427, -26828, -1988, 7428, -2883, -1024, -44
1584731815.5, 699, 681, 426, 427, -23860, 2452, 3552, -3196, -891, 2315
1584731815.57, 696, 681, 427, 427, -2360, 2004, -6988, -3289, 696, 213
1584731815.61, 691, 681, 427, 426, -28016, -9776, -9940, -3668, -690, -3147
1584731815.67, 690, 680, 429, 424, -32768, 296, 6256, -3314, 290, 1455
1584731815.74, 693, 680, 431, 424, -4580, -840, 5744, -3653, 453, 4755
1584731815.8, 692, 680, 430, 424, 26936, 5820, -6996, -3648, -132, 571
1584731815.87, 692, 680, 429, 424, -32768, -10436, -200, -3246, -589, -1350
1584731815.91, 693, 680, 429, 424, -26881, -1, -1, -1, -1, -1
1584731815.97, 693, 680, 430, 427, -32768, -11288, -6132, -3286, -1526, -1600
1584731816.04, 693, 680, 432, 430, -32768, -5236, -676, -3538, -104, 2574
1584731816.1, 692, 680, 431, 426, 3108, 1828, 3480, -3921, -506, 4233
1584731816.17, 691, 680, 431, 425, 11352, 984, 3464, -3895, 414, -2170
1584731816.24, 689, 680, 432, 426, -32768, -13044, -2316, -3268, -707, -2070
1584731816.3, 689, 680, 433, 426, -32768, -9292, -6212, -3538, 295, -5539
1584731816.34, 689, 680, 432, 426, -32768, 24700, 8632, -3386, -314, 3089
1584731816.41, 690, 680, 432, 427, -22192, 148, 6920, -2949, -997, 5904
1584731816.47, 691, 680, 432, 427, -2204, 7020, 5400, -3551, 809, 2459
1584731816.54, 692, 680, 430, 425, -12492, -4208, -6708, -3418, -967, -1345
1584731816.6, 692, 680, 431, 425, -32768, 4084, -4404, -3300, -1413, -686
1584731816.67, 692, 680, 432, 426, -32768, -9356, -7968, -3564, -960, -3498
1584731816.74, 691, 680, 430, 425, -32768, 9004, 18824, -3773, -923, -1736
1584731816.8, 686, 680, 431, 425, -10064, -19860, -5796, -3206, -377, -3306
1584731816.87, 685, 680, 431, 425, -7760, -9840, 152, -3069, -328, -587
1584731816.9, 686, 680, 433, 423, -32768, 15348, 4988, -2890, -321, -1298
1584731816.97, 692, 680, 434, 422, -15332, 5096, 9180, -2947, 541, -41
1584731817.04, 696, 680, 434, 422, 28752, -5724, -6244, -3644, -480, -2760
1584731817.1, 695, 679, 435, 422, 17428, 6964, 8772, -3281, 365, 5867
1584731817.17, 695, 677, 435, 421, 19324, 7668, 4956, -3269, 995, 5649
1584731817.24, 693, 675, 435, 422, 29360, -3088, 3288, -3662, -444, 2019
1584731817.27, 692, 673, 434, 419, 15252, 12392, 5052, -3624, 65, 3518
1584731817.34, 691, 674, 433, 414, 32767, 4548, 7892, -3559, -451, -1165
1584731817.4, 693, 675, 434, 416, 28884, 2812, -15780, -3725, 714, 5314
1584731817.47, 693, 678, 433, 416, -16192, 4668, 13428, -4188, 617, 7474
1584731817.54, 689, 678, 426, 415, -18220, -14856, -9508, -3588, -556, 7680
1584731817.6, 685, 679, 426, 422, -26820, -11832, -4300, -3395, 559, -1120
1584731817.67, 684, 678, 426, 425, -19996, 6552, -19032, -2608, -231, -5974
1584731817.74, 686, 678, 428, 426, 32767, 5060, -8828, -2908, 7575, 1596
1584731817.77, 688, 679, 427, 426, 14044, 9908, 1132, -3864, 1690, 5630
1584731817.84, 689, 679, 425, 427, -32768, 6688, 14904, -3456, -1394, 6099
1584731817.9, 688, 680, 425, 426, -32768, 5952, -27332, -3316, 487, 9395
1584731817.97, 687, 678, 425, 421, -1756, 8140, -12052, -2067, 420, -8917
1584731818.04, 687, 673, 426, 421, -32768, 4076, 20236, -5691, 752, 12577
1584731818.1, 686, 673, 425, 420, 24144, -2176, -23804, -4811, 862, 2594
1584731818.17, 684, 671, 421, 421, -12828, 836, 19796, -4566, -365, 11011
1584731818.24, 686, 669, 421, 419, -32768, 6944, -2592, -3881, -1444, -7056
1584731818.27, 692, 668, 421, 416, -32768, 12896, -1908, -5052, -867, -2696
1584731818.34, 691, 671, 419, 416, -32768, -32768, -6912, -6212, -643, 2130
1584731818.4, 685, 672, 413, 416, -32768, -23980, 6568, -5946, 1816, 14650
1584731818.47, 688, 670, 413, 415, -32768, 25324, 32767, -3420, -1525, -10820
1584731818.54, 687, 667, 413, 424, 736, 22504, -11964, -4170, -1910, -5743
1584731818.6, 689, 669, 408, 425, -16324, 20052, -6044, -4164, -1747, 609
1584731818.67, 687, 671, 406, 426, -32768, 29880, -7328, -3555, -1011, 3726
1584731818.74, 684, 672, 406, 425, -3932, -1992, -24644, -4427, 1483, 16505
1584731818.8, 684, 672, 402, 422, -32768, 932, -17100, -3614, -290, -8028
1584731818.87, 684, 668, 408, 422, -26260, -436, -27444, -3029, -287, 2575
1584731818.94, 693, 668, 409, 419, -32768, -32768, -32768, -4726, -1080, 8080
1584731819.0, 690, 667, 409, 416, -32768, -64, 24372, -4753, -1652, 11041
1584731819.07, 685, 667, 408, 406, 25244, 10764, 9824, -2947, 185, -7713
1584731819.14, 689, 667, 406, 392, -32768, 740, -4624, -4041, -1002, -2832
1584731819.17, 687, 667, 408, 398, -32768, -584, -26140, -3901, 975, -7852
1584731819.24, 694, 666, 410, 398, 32767, 23320, 14148, -3947, -1552, 2667
1584731819.3, 696, 668, 408, 398, -32768, -12476, -21004, -4375, 310, 1095
1584731819.37, 693, 676, 400, 396, -32768, 32767, 24032, -3490, 379, -4213
1584731819.44, 689, 674, 394, 392, -32768, -16224, -29608, -2728, 514, 563
1584731819.5, 682, 672, 393, 392, -24804, -1324, 4228, -3418, 122, 6254
1584731819.57, 685, 667, 393, 396, -15392, 5288, -18508, -2737, -2878, -2114
1584731819.64, 687, 667, 399, 398, -8108, 2732, 32767, -2503, -640, 11624
1584731819.7, 691, 671, 397, 390, -16960, -32768, -6600, -1026, 3, 361
1584731819.77, 692, 677, 397, 392, 32767, 12608, -13372, -1757, -1362, -8279
1584731819.8, 688, 677, 394, 390, 20056, 17636, -4304, -1485, -1197, 3189
1584731819.87, 681, 675, 398, 387, 26572, 4444, 22536, -1672, 1740, 1742
1584731819.94, 684, 675, 396, 388, -27828, 30304, 32767, -2152, -1716, -966
1584731820.0, 681, 673, 403, 386, -32768, 16500, -24720, -1727, -310, -14442
1584731820.07, 689, 673, 397, 383, 32767, 15640, -25244, -2085, -1784, 499
1584731820.14, 685, 676, 407, 393, 15940, -12776, -26644, -3589, -271, 4268
1584731820.2, 686, 675, 406, 390, 27580, 29020, 956, -1437, 924, 3903
1584731820.27, 683, 680, 403, 393, 30192, 16160, 8944, -656, 680, -8638
1584731820.33, 686, 673, 407, 391, -32768, -7044, 4316, -3812, -1576, 15380
1584731820.4, 677, 672, 410, 392, 32767, -10056, -10748, -1148, 871, 2130
1584731820.44, 678, 671, 410, 394, -24704, 2400, 24720, -2291, -4032, 10664
1584731820.5, 680, 671, 411, 388, 21608, -9168, 4636, -1266, 247, 2921
1584731820.57, 683, 673, 410, 386, -5376, 11484, 4696, -1526, -1204, 379
1584731820.64, 683, 674, 409, 382, -32768, 11176, -32768, 19, -2366, -4823
1584731820.7, 684, 677, 412, 383, 15724, -2944, -1664, -551, 1241, -6532
