Time Stamp, A0 Val, A1 Val, A2 Val, A3 Val, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z
1584742277.99, 44, 9,45 160 156,2,-7,-2,-
1584742278.06, ,44 93 5 172 16,26,-7 36,-
1584742278.13,  6,43 45, -15864, -1076, 2168, -410, -355, -123
1584742278.2, 419, 464, 493, 445, -15656, -1344, 2300, -368, -345, -107
1584742278.23, 418, 464, 493, 445, -15680, -1316, 2396, -374, -383, -75
1584742278.3, 419, 464, 493, 445, -15876, -1264, 2288, -377, -367, -82
1584742278.36, 418, 464, 493, 445, -15660, -1044, 2136, -379, -360, -92
1584742278.43, 418, 464, 493, 445, -15844, -1168, 2344, -375, -362, -94
1584742278.5, 418, 464, 493, 445, -15828, -1232, 2372, -360, -386, -89
1584742278.56, 418, 464, 493, 445, -16136, -1272, 2368, -379, -360, -46
1584742278.6, 418, 464, 493, 445, -15684, -1036, 2460, -398, -360, -77
1584742278.66, 418, 464, 493, 445, -15988, -1232, 2624, -332, -361, -53
1584742278.73, 418, 464, 493, 445, -15536, -1076, 2372, -397, -308, -97
1584742278.8, 419, 464, 493, 445, -15912, -1296, 1972, -344, -352, -64
1584742278.86, 418, 464, 493, 445, -15968, -984, 2136, -363, -384, -49
1584742278.9, 418, 464, 493, 445, -15640, -1084, 2412, -402, -362, -68
1584742278.96, 419, 464, 493, 445, -15908, -1120, 2444, -371, -369, -72
1584742279.03, 419, 464, 493, 445, -15960, -1332, 2448, -387, -352, -105
1584742279.09, 419, 464, 493, 445, -15652, -1184, 2308, -361, -348, -107
1584742279.16, 418, 464, 493, 445, -15976, -1280, 2456, -383, -361, -82
1584742279.2, 419, 464, 493, 445, -15628, -1100, 2432, -363, -373, -83
1584742279.26, 418, 464, 493, 445, -15780, -1172, 2332, -383, -359, -97
1584742279.33, 418, 464, 493, 445, -15840, -1244, 2232, -381, -382, -99
1584742279.39, 419, 464, 493, 445, -15668, -1136, 2420, -376, -377, -86
1584742279.46, 419, 464, 493, 445, -15816, -1188, 2492, -358, -355, -95
1584742279.53, 418, 464, 493, 445, -15752, -1200, 2440, -385, -361, -71
1584742279.56, 418, 464, 493, 445, -15872, -1196, 2236, -342, -364, -90
1584742279.63, 418, 464, 493, 445, -15964, -1104, 2368, -372, -347, -56
1584742279.69, 418, 464, 493, 445, -15716, -1152, 2312, -363, -354, -115
1584742279.76, 418, 464, 493, 445, -15728, -1372, 2308, -370, -363, -91
1584742279.83, 418, 464, 493, 445, -15848, -1204, 2328, -386, -329, -69
1584742279.86, 418, 464, 493, 445, -15672, -1196, 2396, -380, -348, -112
1584742279.93, 418, 464, 493, 445, -15832, -1088, 2332, -372, -383, -88
1584742279.99, 418, 464, 493, 445, -15864, -1224, 2320, -369, -370, -102
1584742280.06, 418, 464, 493, 445, -15860, -1248, 2540, -390, -355, -93
1584742280.13, 418, 464, 493, 445, -15836, -1280, 2276, -383, -373, -78
1584742280.19, 418, 464, 493, 445, -15696, -1116, 2336, -370, -342, -78
1584742280.23, 418, 464, 493, 445, -15756, -1124, 2396, -361, -363, -83
1584742280.29, 419, 464, 493, 445, -15972, -1108, 2392, -394, -349, -71
1584742280.36, 419, 464, 493, 445, -15700, -1264, 2344, -381, -352, -72
1584742280.43, 419, 464, 493, 445, -15912, -1088, 2560, -373, -359, -74
1584742280.49, 418, 464, 493, 445, -15672, -1084, 2296, -390, -388, -89
1584742280.53, 418, 464, 493, 445, -15796, -1112, 2164, -359, -380, -78
1584742280.59, 418, 464, 493, 445, -15712, -1124, 2404, -382, -360, -82
