Time Stamp, A0 Val, A1 Val, A2 Val, A3 Val, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z
1584735616.7, þ723, 696, 477, 446, -15900, -956, 2384, -372, -342, -86
1584735616.77, 723, 696, 477, 446, -15844, -960, 2348, -362, -343, -86
1584735616.83, 723, 696, 477, 446, -15736, -988, 2236, -371, -374, -77
1584735616.9, 723, 696, 477, 446, -15864, -996, 2180, -377, -338, -75
1584735616.94, 723, 696, 477, 446, -15744, -936, 1976, -381, -361, -65
1584735617.0, 723, 697, 477, 446, -15884, -1056, 2256, -375, -387, -109
1584735617.07, 723, 696, 477, 446, -15516, -932, 2192, -374, -373, -74
1584735617.13, 723, 696, 477, 446, -15808, -1036, 2288, -375, -332, -89
1584735617.2, 723, 696, 477, 446, -16012, -908, 2160, -356, -325, -70
1584735617.24, 723, 696, 477, 446, -15860, -912, 2160, -386, -371, -91
1584735617.3, 723, 696, 477, 446, -15836, -1032, 2320, -359, -351, -102
1584735617.37, 723, 697, 477, 446, -15644, -1076, 2496, -368, -380, -87
1584735617.43, 723, 696, 477, 446, -15872, -1064, 2348, -390, -374, -60
1584735617.5, 723, 696, 477, 446, -15836, -964, 2288, -357, -356, -98
1584735617.53, 723, 696, 477, 446, -15700, -1112, 2184, -374, -379, -96
1584735617.6, 723, 696, 477, 446, -15856, -1124, 2396, -380, -383, -103
1584735617.67, 723, 697, 477, 446, -15804, -960, 2176, -370, -344, -77
1584735617.73, 723, 697, 477, 446, -15860, -1144, 2468, -339, -374, -99
1584735617.8, 723, 696, 477, 446, -15708, -1284, 2328, -385, -369, -84
1584735617.87, 723, 696, 477, 446, -15604, -1280, 2200, -370, -347, -77
1584735617.9, 723, 696, 477, 446, -15352, -644, 1880, -341, -367, -67
1584735617.97, 723, 696, 477, 446, -16516, -616, 1780, -362, -391, -253
1584735618.03, 723, 696, 477, 446, -13908, -760, 2300, -383, -341, 13
1584735618.1, 723, 696, 477, 446, -15884, -900, 1208, -364, -324, -8
