Time Stamp, A0 Val, A1 Val, A2 Val, A3 Val, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z
1584744329.23, °407, 481, 427, 427, -32768, 9472, 16924, -5382, -710, 535
1584744329.3, 407, 481, 427, 427, -32304, -6124, -4992, -5468, -1117, -336
1584744329.37, 410, 481, 427, 427, -25040, 9968, -11060, -4723, -477, -697
1584744329.43, 410, 481, 430, 428, -32768, -2612, 944, -4789, -492, -624
1584744329.5, 410, 481, 433, 428, -32768, 604, -10600, -5008, 326, -194
1584744329.57, 410, 481, 433, 430, -32768, -2940, -5288, -4701, -1564, -1004
1584744329.63, 410, 481, 432, 430, 8536, 4908, -3188, -4332, -893, -1141
1584744329.67, 410, 481, 430, 425, 21640, 15360, 508, -4463, 421, -1797
1584744329.73, 409, 479, 429, 426, 16384, 17784, 10748, -4986, -407, -222
1584744329.8, 410, 479, 431, 427, -9380, 3208, 10140, -4943, 94, 476
1584744329.87, 412, 482, 435, 429, 2796, -3172, 3324, -4791, -948, 73
1584744329.93, 411, 483, 436, 432, 8296, 2712, 19568, -5342, 425, 766
1584744329.97, 411, 483, 436, 432, -22624, -1036, 2720, -5923, -33, -627
1584744330.03, 411, 483, 432, 429, -32768, 7488, 9524, -6559, 572, -58
1584744330.1, 410, 483, 430, 427, -32768, -196, 2388, -5825, -1819, -1677
1584744330.17, 409, 484, 428, 430, 12392, 15012, 16116, -5699, -702, -782
1584744330.23, 411, 481, 424, 445, -14032, -7892, -2052, -5646, -211, 1743
1584744330.3, 411, 481, 423, 447, 32767, 14592, 7676, -5623, 265, -129
1584744330.37, 411, 482, 424, 444, -32768, -21100, 504, -7072, -464, -242
1584744330.4, 412, 488, 424, 443, 192, 564, 2580, -7270, -339, -1311
1584744330.47, 414, 488, 422, 434, -28228, 2412, 17896, -7339, -692, -635
1584744330.53, 420, 488, 420, 425, -12548, -864, -3404, -5757, -1047, -7
1584744330.6, 422, 488, 418, 423, 28324, 23448, 8840, -2888, -2007, -2871
1584744330.67, 423, 489, 422, 421, -4240, -32768, -8544, -2922, -2588, 1345
1584744330.73, 423, 490, 427, 412, -32768, 19376, 11792, -916, -222, 1904
1584744330.8, 424, 487, 428, 401, -32768, -32768, -28952, -1536, 385, 2621
1584744330.87, 429, 487, 422, 386, 25944, -6000, 13792, -1188, -1384, 3146
1584744330.9, 440, 487, 425, 379, 17372, 29236, -32768, -351, 943, -589
1584744330.97, 439, 487, 428, 379, -18316, -8724, 18340, -682, -2666, 979
1584744331.03, 438, 487, 435, 379, -32768, -9820, 116, 31, -466, -1088
1584744331.1, 438, 482, 435, 380, -30880, -23052, -7816, -263, -375, -2596
1584744331.17, 438, 474, 436, 388, -27896, -13508, 6216, -619, -537, -1176
1584744331.23, 438, 465, 445, 389, -31352, 212, 9832, 67, 266, 151
1584744331.27, 438, 463, 438, 389, -4112, -3112, 8012, 191, -1141, -1720
1584744331.33, 437, 462, 455, 390, -19784, -2772, -4384, 126, -422, -1349
1584744331.4, 435, 457, 458, 392, 320, -2340, 7304, 704, -1005, -21
1584744331.46, 432, 457, 460, 392, -12060, 6332, 16864, 1030, -1589, 640
1584744331.53, 432, 458, 466, 390, -26468, -12948, 10672, 750, 906, -2254
1584744331.6, 431, 458, 469, 392, 1732, -6404, -3016, 886, -2365, -499
1584744331.63, 427, 453, 477, 391, -19276, -2444, -13100, 765, 1267, 587
1584744331.7, 427, 452, 476, 391, -32768, -13852, 6096, 817, -871, -2250
1584744331.77, 427, 451, 478, 392, -9128, 6748, 16644, 1343, -1100, -1243
1584744331.83, 428, 449, 479, 392, -7272, 8640, 14864, 932, 675, 1697
1584744331.9, 430, 448, 474, 392, -24128, -6844, 10172, 500, 89, -590
1584744331.96, 430, 448, 476, 390, -7108, -12120, 11736, 1080, 331, -1645
1584744332.0, 430, 448, 479, 396, -5736, 10800, 124, 1509, -1436, 921
1584744332.07, 430, 448, 478, 396, -11460, -4536, -3616, 1557, 918, -286
1584744332.13, 430, 448, 479, 396, -32768, 208, -12364, 1448, -1337, -1838
1584744332.2, 430, 448, 480, 396, -29164, -5192, -11304, 1487, 1380, -1167
1584744332.27, 430, 448, 480, 396, -7184, -3860, -4404, 1079, -812, -5
1584744332.33, 430, 442, 479, 397, -9144, -4152, 4712, 932, 241, 22
1584744332.4, 430, 441, 483, 400, -14432, -32768, -12064, 1062, -1091, -853
1584744332.43, 430, 442, 493, 401, -16176, 3140, -6632, 1486, 1131, 2837
1584744332.5, 430, 441, 489, 401, -22204, -9600, -10052, 1142, -300, 313
1584744332.57, 432, 441, 486, 401, -24452, -2384, -9836, 795, -697, -550
1584744332.63, 431, 441, 484, 401, 6932, 3232, 3640, 512, -269, 1351
1584744332.7, 431, 442, 482, 401, -7516, 3288, 15252, 1883, -1406, 1034
1584744332.73, 437, 449, 482, 401, -24676, 10180, 1420, 1195, 828, 1370
1584744332.8, 442, 451, 482, 403, -20680, 152, -1948, 645, -709, -647
1584744332.87, 442, 451, 484, 408, -32748, -1308, -4052, 721, 1163, -1575
1584744332.93, 441, 451, 483, 409, -20748, -8416, 4056, 0, -640, -1196
1584744333.0, 437, 451, 480, 408, -12444, -620, 6868, -145, 934, -102
1584744333.03, 431, 451, 474, 408, -4660, -3548, -1540, 96, -838, -444
1584744333.1, 429, 451, 472, 408, -13708, -4356, -4308, 354, 102, -334
1584744333.17, 430, 451, 472, 409, -16836, -2440, 10432, 168, -748, -1778
1584744333.23, 430, 451, 474, 411, -16032, -8796, -5496, 239, -218, -673
1584744333.3, 430, 451, 477, 413, -30084, 5220, -2356, -368, 766, 261
1584744333.36, 427, 451, 475, 413, -32768, 652, -2128, -1418, -658, -1679
1584744333.4, 427, 452, 467, 408, -3552, 22712, 13744, -1011, -29, 2542
1584744333.47, 427, 455, 456, 405, -28152, -4772, -8692, -331, -837, -704
1584744333.53, 429, 459, 454, 405, -32768, 12564, -13184, -16, -669, 2243
1584744333.6, 432, 463, 452, 401, -21632, -10744, -32768, 210, 353, 175
1584744333.66, 432, 464, 498, 458, -2028, -10972, 19016, -183, 593, -2921
1584744333.73, 434, 465, 545, 499, -13352, -32768, -5356, -1758, 1854, 8265
1584744333.8, 438, 471, 497, 458, -4732, 9608, -6584, -1812, -1012, 2405
1584744333.86, 437, 470, 454, 423, -30340, 20312, -804, 483, 787, 2626
1584744333.9, 433, 469, 425, 390, -264, 32767, 26896, -190, -2456, -1424
1584744333.97, 433, 469, 401, 368, -32768, -4528, 7984, -1275, -751, -4215
1584744334.03, 438, 471, 403, 356, -8184, -32768, -17264, 2266, 1340, -9549
1584744334.1, 494, 535, 471, 426, -32768, 11908, 20212, 139, -752, -15329
1584744334.16, 464, 506, 508, 461, 3900, -6868, -9880, -314, -238, -9987
1584744334.23, 431, 475, 512, 464, 18488, -9852, -14568, -972, 745, 894
1584744334.3, 407, 449, 502, 454, 9792, -25908, -29636, -873, 481, 2968
1584744334.36, 393, 433, 484, 442, -32768, -19192, -15860, 285, -435, 6251
1584744334.4, 390, 434, 466, 426, -25140, 30492, 644, 140, -1688, 13574
1584744334.46, 462, 502, 447, 409, -21104, 20860, 19268, 188, -3077, 12073
1584744334.53, 494, 532, 443, 397, -32768, 3032, -9200, 1468, -114, -302
1584744334.6, 497, 532, 454, 403, -16976, 17968, -1864, 46, -148, -1268
1584744334.66, 486, 517, 460, 405, -6828, 5348, 12936, 11, 273, -4188
1584744334.73, 468, 502, 459, 404, -4452, 25192, 12552, -84, -782, -3285
1584744334.76, 454, 489, 454, 400, 26908, 19268, 32284, 671, -1400, 1370
1584744334.83, 447, 484, 445, 396, -29548, 19244, 23256, -7, -1932, 2382
1584744334.9, 447, 482, 442, 393, -31152, -32744, -32768, -181, -787, -3716
1584744334.96, 447, 481, 442, 392, -4076, 332, -5932, 294, 208, 1603
1584744335.03, 447, 479, 442, 391, -10600, 5988, -20904, -438, 787, 1744
1584744335.1, 444, 479, 445, 392, -32768, 8380, 16288, -153, -302, -1832
1584744335.16, 440, 479, 443, 393, -3000, -12444, -896, -565, -1312, -1904
1584744335.2, 436, 478, 441, 393, -23432, 1480, -23792, -394, -16, -3553
1584744335.27, 432, 472, 441, 394, -10800, -9360, -22580, -544, 478, -2069
1584744335.33, 432, 467, 441, 394, -32768, -18124, -4400, -1179, -514, -1424
1584744335.4, 436, 468, 440, 395, 1532, 3968, 19524, -1203, -1088, -531
1584744335.46, 436, 468, 440, 390, 2716, 27360, 25060, -31, -428, 1652
1584744335.53, 436, 468, 440, 390, -3284, 2860, 23108, -706, -1093, -121
1584744335.6, 434, 468, 441, 393, -16420, 464, -2264, -424, -946, -2923
1584744335.66, 433, 466, 447, 398, -32768, -8308, 1136, -863, -326, -551
1584744335.7, 431, 465, 450, 399, -29604, -5520, -10036, -144, -614, 585
1584744335.76, 430, 457, 447, 399, 2760, -1084, 4272, -224, -1643, -813
1584744335.83, 429, 457, 450, 397, -24056, 6796, 15328, -163, 732, -1214
1584744335.9, 428, 456, 469, 406, 212, 6092, 23944, -161, -686, -32
1584744335.96, 428, 456, 470, 409, -20840, 4540, -13960, -105, -1079, -1473
1584744336.03, 428, 456, 469, 409, -11140, -624, -2000, -210, -190, 1551
1584744336.06, 426, 456, 463, 406, -29984, 20004, 29864, -567, -1734, 49
1584744336.13, 427, 457, 465, 404, -32196, -7292, 4520, -948, 2416, -1502
1584744336.2, 434, 464, 465, 407, -11592, 7816, 544, -618, -3017, -1741
1584744336.26, 433, 463, 470, 408, -11796, -8220, 2608, -777, 1361, -1640
1584744336.33, 426, 462, 470, 409, -23208, 4228, -836, -244, -2201, 846
1584744336.4, 421, 460, 469, 408, -32768, -14052, 14088, -718, 317, -1075
1584744336.43, 422, 460, 469, 406, -4964, 920, 22232, -324, -246, -77
1584744336.5, 422, 459, 470, 410, -24836, -5448, -1548, -601, -2492, 117
1584744336.56, 426, 459, 472, 411, -12444, 16072, 10740, 67, 586, 1447
1584744336.63, 426, 459, 471, 411, -9552, 108, -10680, 141, -805, -541
1584744336.7, 426, 456, 471, 411, -12476, -2208, 17480, -137, -441, -42
1584744336.73, 426, 452, 469, 411, -27292, 11824, 16896, 297, 239, 0
1584744336.8, 426, 452, 464, 410, -27292, -32, -6448, -528, -1995, 195
1584744336.86, 426, 454, 464, 412, -28580, -2464, 15480, -400, 921, -2288
1584744336.93, 425, 453, 472, 416, -1208, -5788, -9984, -859, -194, -727
1584744337.0, 424, 453, 474, 417, 2272, -4844, -1692, -872, 434, 1078
1584744337.06, 423, 453, 472, 417, 3072, 7948, 8648, -1186, -810, 1554
1584744337.1, 421, 453, 469, 415, -16552, 18536, 23180, -578, -372, 1826
1584744337.16, 419, 453, 468, 415, -5512, 19868, 24292, -332, -56, 3272
1584744337.23, 423, 464, 462, 411, -10224, 8908, 4204, -780, -940, 1491
1584744337.3, 437, 467, 457, 411, -19844, 3204, 21732, -660, -822, 1557
