Time Stamp, A0 Val, A1 Val, A2 Val, A3 Val, Accel X, Accel Y, Accel Z, Gyro X, Gyro Y, Gyro Z
1584632962.63, 444, 687, 634, 484, 656, -1356, 18492, -368, -383, -74
1584632962.7, 444, 687, 634, 483, 632, -1308, 18732, -394, -331, -84
1584632962.77, 444, 687, 634, 483, 656, -1340, 18628, -358, -351, -76
1584632962.8, 444, 688, 634, 484, 572, -1388, 18872, -382, -374, -76
1584632962.87, 444, 687, 634, 483, 496, -1464, 18800, -387, -369, -70
1584632962.93, 444, 688, 634, 484, 664, -1404, 18628, -376, -349, -97
1584632963.0, 444, 687, 634, 483, 572, -1240, 18644, -362, -379, -85
1584632963.03, 444, 687, 634, 484, 556, -1364, 18772, -370, -359, -66
1584632963.1, 444, 687, 634, 483, 540, -1256, 18708, -370, -363, -62
1584632963.17, 444, 688, 634, 483, 628, -1332, 18580, -366, -325, -75
1584632963.23, 444, 687, 634, 483, 628, -1308, 18804, -372, -366, -88
1584632963.27, 444, 687, 634, 483, 652, -1396, 18792, -377, -376, -76
1584632963.33, 444, 687, 634, 483, 624, -1340, 18660, -372, -349, -86
1584632963.4, 444, 687, 634, 483, 608, -1316, 18356, -373, -398, -91
1584632963.47, 444, 687, 634, 484, 660, -1352, 18664, -376, -374, -83
1584632963.5, 444, 687, 634, 483, 628, -1408, 18840, -335, -403, -80
1584632963.57, 444, 687, 634, 484, 560, -1420, 18816, -385, -352, -84
1584632963.63, 444, 687, 634, 483, 516, -1180, 18512, -408, -361, -81
1584632963.7, 444, 687, 634, 484, 440, -1564, 18852, -367, -391, -78
1584632963.73, 444, 687, 634, 483, 672, -1380, 18796, -333, -404, -92
1584632963.8, 444, 688, 634, 484, 644, -1364, 18596, -370, -331, -76
1584632963.87, 444, 687, 634, 483, 628, -1268, 18564, -391, -378, -72
1584632963.93, 444, 687, 634, 484, 552, -1336, 18568, -372, -384, -75
1584632963.97, 444, 687, 634, 483, 592, -1416, 18744, -361, -418, -70
1584632964.03, 444, 688, 634, 483, 560, -1452, 18692, -392, -334, -92
1584632964.1, 444, 687, 634, 483, 660, -1348, 18504, -401, -364, -72
1584632964.16, 444, 687, 634, 483, 512, -1528, 18788, -374, -358, -53
1584632964.2, 444, 687, 634, 484, 632, -1260, 18652, -409, -350, -60
1584632964.27, 444, 688, 634, 483, 556, -1336, 18488, -339, -386, -99
1584632964.33, 444, 687, 634, 483, 488, -1864, 17516, -375, -460, -74
